Year,Area,Economic activity,Size of establishment,Division of industry,Number of establishments using Internet,Sending or receiving  e-mail  ,Getting information about goods  or services ,Getting information from government organizations ,Interacting with  government organization ,Purchase/ sale goods and services or trading  partner,Delivering products  online  in digitized  form  ,Internet banking or accessing other financial services , Training via e-learning  system ,VoIP / video conferencing,Use of instant messaging/ bulletin boards  ,Internal or  external recruitment  
2021,1) Municipal Area,Total,01) 1 - 10 persons,22) Manufacture of rubber and plastics products,1189.428,877.6471,944.1365,514.1888,488.4583,456.7184,75.1428,243.6179,0.0,255.03066013,539.48725566,141.38896039
2021,1) Municipal Area,Total,01) 1 - 10 persons,23) Manufacture of other non-metallic mineral products,1955.0718,1011.5508,1463.9677,692.2428,554.5069,662.5581,107.8019,643.226,23.9024,252.78337935,962.39011966,156.04242901
2021,1) Municipal Area,Total,01) 1 - 10 persons,24) Manufacture of basic metals,278.232,130.1973,168.4386,44.267,53.3218,64.0723,3.6522,56.8335,7.1935,23.11155563,176.05360723,10.61050724
2021,1) Municipal Area,Total,01) 1 - 10 persons,"25) Manufacture of fabricated metal products, except machinery and equipment",9598.7947,5344.3492,6337.6283,4020.0406,4320.4252,3638.1993,335.0266,2316.5713,0.0,865.6316399,4039.2685598,342.72151135
2021,1) Municipal Area,Total,01) 1 - 10 persons,"26) Manufacture of computer, electronic and optical products",191.5369,161.6565,182.5647,95.1251,51.4174,107.1535,4.3846,68.4967,17.4,30.91923076,94.50361303,43.36643356
2021,1) Municipal Area,Total,01) 1 - 10 persons,27) Manufacture of electrical equipment,232.5156,146.3084,173.1084,123.7306,119.1556,83.3306,9.4,76.775,9.4,30.15277778,117.58492064,23.8
2021,1) Municipal Area,Total,01) 1 - 10 persons,28) Manufacture of machinery and equipment n.e.c.,371.875,301.4549,296.7882,150.7586,154.1061,113.5381,8.4643,129.7128,17.5862,51.62153214,129.8105263,41.13771371
2021,1) Municipal Area,Total,01) 1 - 10 persons,"29) Manufacture of motor vehicles, trailers and semi-trailers",572.9665,274.5614,399.6551,181.4225,163.6747,162.0334,10.2333,196.3864,24.2341,40.18620098,324.71500353,40.18620098
2021,1) Municipal Area,Total,01) 1 - 10 persons,30) Manufacture of other transport equipment,110.496,53.7774,84.3401,38.0871,35.3972,12.9814,0.0,40.29,0.0,11.65873016,68.11721186,10.64009661
2021,1) Municipal Area,Total,01) 1 - 10 persons,31) Manufacture of furniture,1851.4145,824.803,1150.884,623.2698,465.4619,709.6331,137.2672,574.0107,15.8919,248.0097334,1181.50242102,98.99286988
2021,1) Municipal Area,Total,01) 1 - 10 persons,32) Other manufacturing,3864.2553,1922.6216,2553.9795,1058.5148,674.9739,1584.326,164.9704,1006.6556,0.0,438.72380384,2429.07254787,167.00789474
2021,1) Municipal Area,Total,01) 1 - 10 persons,33) Repair and installation of machinery and equipment,1935.6629,1200.6111,1413.4513,848.6774,714.3852,427.6753,20.3448,565.9421,96.6994,197.84251694,679.14787959,154.46896554
2021,1) Municipal Area,Total,01) 1 - 10 persons,37) Sewerage,110.6401,47.651,46.3176,37.2856,26.5987,22.9451,0.0,5.8929,0.0,0.0,82.8375889,2.9047619
2021,1) Municipal Area,Total,01) 1 - 10 persons,"38) Waste collection, treatment and disposal activities; materials recovery",119.6315,81.3086,57.4357,61.4266,43.7831,31.4729,0.0,35.9922,10.0435,10.04347826,64.46250953,13.84347826
2021,1) Municipal Area,Total,01) 1 - 10 persons,39) Remediation activities and other waste management services,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2021,1) Municipal Area,Total,01) 1 - 10 persons,41) Construction of buildings,4393.4782,2518.3176,3152.0306,1922.8701,2116.9996,1413.3754,204.5515,1791.0371,139.2611,893.4509581,2398.77534908,335.45429292
2021,1) Municipal Area,Total,01) 1 - 10 persons,42) Civil engineering,546.926,351.1165,394.9557,342.3057,297.4354,171.1182,25.8101,205.1565,31.4101,83.30637784,279.98083343,16.98571429
2021,1) Municipal Area,Total,01) 1 - 10 persons,43) Specialized construction activities,5728.2174,3812.7246,4312.0113,2758.7159,2140.5593,2389.4495,325.2773,1996.5155,550.2426,780.4390229,3628.04700071,711.49684603
2021,1) Municipal Area,Total,01) 1 - 10 persons,45) Wholesale and retail trade and repair of motor vehicles and motorcycles,69391.3672,43157.5458,59196.4846,29753.0463,26186.1438,29352.8035,2147.7542,27739.9415,4045.9377,6178.09773536,29561.46720173,6198.79895502
2021,1) Municipal Area,Total,01) 1 - 10 persons,"46) Wholesale trade, except of motor vehicles and motorcycles",42456.1023,28723.6223,30663.0753,19475.632,19469.4196,15664.1036,2696.367,15696.4258,1302.5762,5767.98821273,20567.03667007,6256.54139502
2021,1) Municipal Area,Total,01) 1 - 10 persons,"47) Retail trade, except of motor vehicles and motorcycles",281770.3089,173265.5392,197993.1724,107408.3364,92982.7738,139718.6478,15355.8672,106930.4843,22962.9526,46955.27010385,137109.51925067,26780.89066245
2021,1) Municipal Area,Total,01) 1 - 10 persons,49) Land transport and transport via pipelines,12019.0437,6390.7994,8173.2642,3706.1898,3289.1755,4026.0152,206.2964,3021.6195,167.2392,1388.47568029,4212.88912753,1014.90196173
2021,1) Municipal Area,Total,01) 1 - 10 persons,52) Warehousing and support activities for transportation,702.8371,569.7575,588.0039,372.5756,360.5538,304.6882,31.4323,243.4797,64.1851,132.54991944,319.3309178,67.04347824
2021,1) Municipal Area,Total,01) 1 - 10 persons,55) Accommodation,9912.3904,7775.2102,7774.2038,4359.6611,3659.4459,4590.444,505.6653,3541.9865,241.4554,1240.57552208,4429.07333416,580.31068723
2021,1) Municipal Area,Total,01) 1 - 10 persons,56) Food and beverage service activities,119808.3346,50318.7841,59261.2672,23183.1377,9973.6387,53260.3087,4404.2717,43213.8415,7202.5204,20391.69591514,68544.00978002,12839.44418054
2021,1) Municipal Area,Total,01) 1 - 10 persons,58) Publishing activities,270.3002,224.1336,210.9391,172.3835,119.0611,96.4222,44.6111,73.7278,14.4889,104.78333333,109.04444443,23.83888889
2021,1) Municipal Area,Total,01) 1 - 10 persons,"59) Motion picture, video and television programme production, sound recording and music publishing activities",562.7185,396.4903,406.2701,294.714,261.5812,115.2648,79.9427,124.9614,49.7604,129.74894287,198.17624837,39.94269007
2021,1) Municipal Area,Total,01) 1 - 10 persons,60) Programming and broadcasting activities,483.6015,359.3365,390.4118,337.5065,222.9958,183.5601,89.247,158.151,36.0897,135.58028108,296.24716735,24.75731225
2021,1) Municipal Area,Total,01) 1 - 10 persons,61) Telecommunications,5401.9876,4012.0461,4264.2658,2587.4868,2484.0526,2480.9758,888.5791,2531.0978,993.5253,1365.6934066,2416.67252749,661.26813187
2021,1) Municipal Area,Total,01) 1 - 10 persons,"62) Computer programming, consultancy and related activities",761.3884,634.4627,572.889,454.1348,494.168,231.3054,108.7026,226.2838,48.2967,192.02639514,218.32708461,123.21180779
2021,1) Municipal Area,Total,01) 1 - 10 persons,63) Information service activities,83.2558,68.1725,68.5118,51.4285,22.744,21.3631,7.2857,18.2678,4.0,7.28571429,25.10119049,6.57142858
2021,1) Municipal Area,Total,01) 1 - 10 persons,68) Real estate activities,60162.7757,43363.5885,45999.1867,36006.9392,29229.7353,13621.5682,3948.0413,17772.1309,3385.7797,6731.17543155,21981.16529256,5832.87475359
2021,1) Municipal Area,Total,01) 1 - 10 persons,69) Legal and accounting activities,6378.1692,5386.9029,4632.1538,5026.5428,3931.9035,990.5958,205.828,2236.8809,540.8667,1118.08712194,2653.21616902,750.45007314
2021,1) Municipal Area,Total,01) 1 - 10 persons,70) Activities of head offices; management consultancy activities,587.2936,579.4047,531.0259,332.8122,453.9233,326.6644,7.1011,192.7413,67.0889,200.20202022,344.13752917,105.35101011
2021,1) Municipal Area,Total,01) 1 - 10 persons,71) Architectural and engineering activities; technical testing and analysis,1700.8525,1287.0985,1151.1204,1215.5079,1164.1175,365.8377,57.4242,654.9445,62.9725,211.36696859,660.79960869,111.65497492
2021,1) Municipal Area,Total,01) 1 - 10 persons,72) Scientific research and development,18.3333,18.3333,13.5239,9.619,3.1428,4.1429,0.0,3.2381,3.1429,1.57142857,7.80952381,4.71428571
2021,1) Municipal Area,Total,01) 1 - 10 persons,73) Advertising and market research,4440.709,3654.9136,3819.811,1932.8631,1936.3766,1798.9564,883.8761,1623.559,228.4977,664.8268879,1841.62813107,418.96852816
2021,1) Municipal Area,Total,01) 1 - 10 persons,"74) Other professional, scientific and technical activities",5226.0339,3725.67,4303.9611,2469.8506,2149.7845,1650.1377,503.0142,1914.9682,149.96,527.85439394,2225.22287873,267.19757576
2021,1) Municipal Area,Total,01) 1 - 10 persons,77) Rental and leasing activities,5422.1097,2703.1253,3833.4677,1815.3734,1258.734,2219.3653,354.7469,1920.7568,195.3238,640.45468139,2984.24619984,187.60300207
2021,1) Municipal Area,Total,01) 1 - 10 persons,78) Employment activities,610.2544,504.1032,450.3682,456.0022,414.1454,168.492,25.7549,186.7931,40.404,114.27056946,228.65381366,293.60859362
2021,1) Municipal Area,Total,01) 1 - 10 persons,"79) Travel agency, tour operator, reservation service and related activities",5005.7602,4178.2329,4102.7771,3017.6319,2426.8227,2814.2194,710.6538,2024.0315,222.6666,869.77275861,2432.26143409,589.65026035
2021,1) Municipal Area,Total,01) 1 - 10 persons,80) Security and investigation activities,576.4751,458.4898,449.2119,359.5255,299.8099,186.4257,43.1435,192.472,38.0185,99.86434841,266.53884721,97.47149126
2021,1) Municipal Area,Total,01) 1 - 10 persons,81) Services to buildings and landscape activities,457.8619,364.4861,334.2204,211.6917,230.7177,142.1766,11.0777,113.6307,16.9527,33.35614478,199.05530303,91.53821549
2021,1) Municipal Area,Total,01) 1 - 10 persons,"82) Office administrative, office support and other business support activities",8833.5884,7295.2501,7211.334,4335.1419,3251.7492,3011.8577,817.5173,2920.8393,299.0628,1209.82924723,3464.57729331,480.54751132
2021,1) Municipal Area,Total,01) 1 - 10 persons,86) Human health activities,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2021,1) Municipal Area,Total,01) 1 - 10 persons,"90) Creative, arts and entertainment activities",1212.5997,255.5397,614.802,249.2323,64.674,244.3583,83.9286,86.1098,0.0,158.53121693,842.44541705,136.875
2021,1) Municipal Area,Total,01) 1 - 10 persons,"91) Libraries, archives, museums and other cultural activities",33.2501,26.3334,24.25,15.5,15.5,15.4167,7.4167,9.1667,2.5,4.91666667,14.16666667,5.0
2021,1) Municipal Area,Total,01) 1 - 10 persons,92) Gambling and betting activities,339.6745,38.0814,174.4798,143.9822,39.007,132.9581,14.0,177.3782,9.087,44.88,239.81569138,0.0
2021,1) Municipal Area,Total,01) 1 - 10 persons,93) Sports activities and amusement and recreation activities,7945.3932,4543.5694,4886.3708,2466.5547,1403.9179,2895.1509,1064.7296,2533.3545,0.0,930.92954292,4177.10818006,451.24444445
2021,1) Municipal Area,Total,01) 1 - 10 persons,95) Repair of computers and personal and household goods,13319.6186,8292.8536,9874.3207,5224.0285,4474.6271,5526.4746,1129.0525,6086.9196,915.0039,1192.27664885,7780.9294207,432.77575757
2021,1) Municipal Area,Total,01) 1 - 10 persons,96) Other personal service activities,63131.6767,29509.3876,40668.024,22154.5464,13000.9865,16669.9825,3467.6818,24256.4838,2694.7056,5990.55306935,37975.05840479,2464.37782806
2021,1) Municipal Area,Total,01) 1 - 10 persons,Total,798494.9461,470951.9766,549593.4613,303862.4062,247325.7106,330918.8171,44007.5709,292084.1668,48885.1764,113760.50367662,397268.88916109,70961.87732736
2021,1) Municipal Area,Total,02) 11 - 15 persons,10) Manufacture of food products,508.0633,291.4741,347.2673,208.4035,165.4022,217.506,0.0,136.0624,14.9167,40.15384617,231.18056985,30.72435898
2021,1) Municipal Area,Total,02) 11 - 15 persons,11) Manufacture of beverages,83.5278,47.2708,63.0508,27.9478,47.1278,23.9618,3.2727,16.5696,0.0,11.48484848,46.22067735,6.69090909
2021,1) Municipal Area,Total,02) 11 - 15 persons,12) Manufacture of tobacco products,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2021,1) Municipal Area,Total,02) 11 - 15 persons,13) Manufacture of textiles,185.44,149.7099,122.606,101.1615,72.7171,23.4444,5.0,28.4444,0.0,10.0,113.78643579,10.0
2021,1) Municipal Area,Total,02) 11 - 15 persons,14) Manufacture of wearing apparel,253.5903,224.6706,187.2492,89.6882,119.0353,38.6198,0.0,78.3412,0.0,3.7,144.68235292,82.28823528
2021,1) Municipal Area,Total,02) 11 - 15 persons,15) Manufacture of leather and related products,75.0417,55.125,56.2083,23.0416,32.0832,20.4583,0.0,17.875,1.5,2.58333333,24.125,12.16666667
2021,1) Municipal Area,Total,02) 11 - 15 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",93.4134,50.5758,80.3494,65.8553,31.6202,11.525,0.0,11.3112,0.0,2.23076923,33.44229691,4.43333333
2021,1) Municipal Area,Total,02) 11 - 15 persons,17) Manufacture of paper and paper products,99.35,80.35,85.1,54.5,65.0,26.1,2.6,24.65,7.35,7.35,29.4,9.95
2021,1) Municipal Area,Total,02) 11 - 15 persons,18) Printing and reproduction of recorded media,321.4,269.0816,277.6737,179.9289,217.1474,144.0368,18.95,117.6026,12.95,35.99210526,117.60263156,41.83421052
2021,1) Municipal Area,Total,02) 11 - 15 persons,19) Manufacture of coke and refined petroleum products,4.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
2021,1) Municipal Area,Total,02) 11 - 15 persons,20) Manufacture of chemicals and chemical products,105.1987,79.7804,81.4054,68.8814,64.0689,28.2548,0.0,53.4439,6.125,8.35576923,37.00641025,22.875
2021,1) Municipal Area,Total,02) 11 - 15 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",23.3333,14.5,21.0,17.6667,14.5,11.75,6.4167,12.1667,3.6667,3.66666667,8.41666667,11.91666667
2021,1) Municipal Area,Total,02) 11 - 15 persons,22) Manufacture of rubber and plastics products,194.967,154.0952,165.4559,105.1337,76.0842,40.9377,5.5769,28.3974,5.5769,11.15384616,48.87179489,42.10989013
2021,1) Municipal Area,Total,02) 11 - 15 persons,23) Manufacture of other non-metallic mineral products,235.47,178.6952,181.9204,91.2802,136.9598,77.3132,11.7216,98.6466,6.7692,31.2051282,139.22460869,10.66666666
2021,1) Municipal Area,Total,02) 11 - 15 persons,24) Manufacture of basic metals,56.5445,50.5445,47.2945,30.5535,26.4464,16.2321,0.0,16.7767,0.0,0.0,19.99107144,3.0
2021,1) Municipal Area,Total,02) 11 - 15 persons,"25) Manufacture of fabricated metal products, except machinery and equipment",725.4741,624.7123,551.8168,407.621,347.0444,230.4242,6.3333,186.8622,9.3478,113.63354035,324.35300201,137.55279501
2021,1) Municipal Area,Total,02) 11 - 15 persons,"26) Manufacture of computer, electronic and optical products",38.625,36.1964,36.1964,19.7857,21.6607,25.2679,4.375,8.6786,3.75,6.25,19.78571429,3.75
2021,1) Municipal Area,Total,02) 11 - 15 persons,27) Manufacture of electrical equipment,78.6668,75.3334,64.3334,51.6667,51.6667,26.3334,7.6667,25.6667,0.0,18.66666667,29.99999999,5.33333333
2021,1) Municipal Area,Total,02) 11 - 15 persons,28) Manufacture of machinery and equipment n.e.c.,118.4501,103.2993,102.8787,66.5642,75.9848,43.0598,0.0,33.782,4.7143,24.34559883,37.11183259,25.15079363
2021,1) Municipal Area,Total,02) 11 - 15 persons,"29) Manufacture of motor vehicles, trailers and semi-trailers",36.9899,31.4344,31.3031,22.8384,20.7071,3.7778,0.0,8.6869,0.0,2.90909091,14.50505051,0.0
2021,1) Municipal Area,Total,02) 11 - 15 persons,30) Manufacture of other transport equipment,12.8571,9.4286,8.4286,2.5,0.0,1.7143,0.0,1.7143,0.0,0.0,0.0,0.0
2021,1) Municipal Area,Total,02) 11 - 15 persons,31) Manufacture of furniture,155.4912,140.5578,136.473,77.0547,56.6698,56.2184,10.4667,43.0698,0.0,28.56969698,93.32121216,12.20000001
2021,1) Municipal Area,Total,02) 11 - 15 persons,32) Other manufacturing,145.3928,105.0,80.375,101.375,81.5,44.9881,16.875,27.75,0.0,7.25,67.5595238,13.875
2021,1) Municipal Area,Total,02) 11 - 15 persons,33) Repair and installation of machinery and equipment,112.716,99.7089,98.0665,68.0593,68.7061,35.0347,6.85,42.8451,15.5462,27.24175826,52.35934069,25.79945056
2021,1) Municipal Area,Total,02) 11 - 15 persons,37) Sewerage,10.0,8.0,10.0,6.0,4.0,5.0,0.0,5.0,0.0,1.0,3.0,0.0
2021,1) Municipal Area,Total,02) 11 - 15 persons,"38) Waste collection, treatment and disposal activities; materials recovery",15.4446,7.4445,12.7779,4.7778,7.4445,7.4445,0.0,12.7779,4.7778,7.44444445,12.77777779,0.0
2021,1) Municipal Area,Total,02) 11 - 15 persons,41) Construction of buildings,892.2239,711.2603,799.4114,730.0279,548.2142,323.8657,68.3658,451.6592,41.1893,241.15910057,457.26507881,114.02323101
2021,1) Municipal Area,Total,02) 11 - 15 persons,42) Civil engineering,94.125,72.0714,73.5,75.3321,61.6821,32.8786,0.0,48.4357,1.9,16.91071428,59.15357142,10.08571428
2021,1) Municipal Area,Total,02) 11 - 15 persons,43) Specialized construction activities,440.2203,360.7559,333.7857,254.3929,279.5596,144.0834,21.7917,169.4406,31.1965,74.19642855,181.01785707,88.93452378
2021,1) Municipal Area,Total,02) 11 - 15 persons,45) Wholesale and retail trade and repair of motor vehicles and motorcycles,1924.4744,1537.3857,1735.7524,1185.9833,1181.7366,1007.9538,155.314,663.5906,269.5176,317.35418846,861.90542127,272.89615174
2021,1) Municipal Area,Total,02) 11 - 15 persons,"46) Wholesale trade, except of motor vehicles and motorcycles",3299.3344,2938.3678,2804.0061,1814.0707,1942.4523,1662.306,122.5777,1437.0051,183.5405,697.75588149,1605.75015867,707.23578945
2021,1) Municipal Area,Total,02) 11 - 15 persons,"47) Retail trade, except of motor vehicles and motorcycles",7966.0403,6233.8595,6103.8404,3441.2319,3168.8172,4599.3076,824.9159,3306.508,1133.5521,1667.58389045,3819.32194181,1232.73567547
2021,1) Municipal Area,Total,02) 11 - 15 persons,49) Land transport and transport via pipelines,505.6843,414.9404,414.738,331.3749,259.75,246.1011,35.1904,221.3273,29.8571,91.64285713,281.27380949,67.79166666
2021,1) Municipal Area,Total,02) 11 - 15 persons,52) Warehousing and support activities for transportation,136.1147,104.8528,119.9242,101.0368,100.5368,62.5541,14.5556,40.7525,12.5143,23.85555556,49.56984129,30.03809525
