Year,Area,Economic activity,Size of establishment,Division of industry,Number of establishments using Internet,Sending or receiving  e-mail  ,Getting information about goods  or services ,Getting information from government organizations ,Interacting with  government organization ,Purchase/ sale goods and services or trading  partner,Delivering products  online  in digitized  form  ,Internet banking or accessing other financial services , Training via e-learning  system ,VoIP / video conferencing,Use of instant messaging/ bulletin boards  ,Internal or  external recruitment  
2014,1) Municipal Area,Total,02) 10 - 15 persons,12) Manufacture of tobacco products,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,13) Manufacture of textiles,102.0318,93.2698,92.5407,46.4547,33.2547,19.8,0.0,6.6,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,14) Manufacture of wearing apparel,237.225,237.225,200.4523,93.2999,56.5272,48.3035,0.0,25.3636,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,15) Manufacture of leather and related products,102.8916,90.515,94.7747,33.8441,12.3766,12.3766,0.0,6.5714,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",55.243,51.5039,47.123,30.6339,14.4891,19.5982,0.0,8.75,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,17) Manufacture of paper and paper products,101.276,90.6926,77.8235,27.7822,33.0739,15.0691,0.0,2.2,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,18) Printing and reproduction of recorded media,375.7372,344.7885,297.9373,184.2386,107.8089,39.0616,7.2501,41.0501,1.6154,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,19) Manufacture of coke and refined petroleum products,2.25,2.25,2.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,20) Manufacture of chemicals and chemical products,109.9701,99.9923,98.5272,57.7716,40.7287,17.0429,0.0,6.6429,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",12.9,10.3,11.8,1.0,7.3,2.0,0.0,2.6,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,22) Manufacture of rubber and plastics products,219.183,202.3229,172.5597,107.4069,56.1483,33.0419,0.0,16.8601,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,23) Manufacture of other non-metallic mineral products,191.3982,156.3121,166.768,84.5034,59.3202,71.6353,3.1333,12.3151,3.1333,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,24) Manufacture of basic metals,39.7334,34.9834,32.5667,3.5,5.8,8.3,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,"25) Manufacture of fabricated metal products, except machinery and equipment",531.2437,488.0252,490.3406,148.1927,74.1415,64.5213,5.3846,46.5954,5.3846,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,"26) Manufacture of computer, electronic and optical products",42.8268,42.8268,27.1826,22.798,8.3942,12.0192,8.3942,9.6346,2.3846,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,27) Manufacture of electrical equipment,52.6667,47.0834,48.5,16.6668,8.3334,4.1667,0.0,4.1667,4.1667,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,28) Manufacture of machinery and equipment n.e.c.,131.889,125.6112,121.889,57.9445,44.0556,4.5,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,"29) Manufacture of motor vehicles, trailers and semi-trailers",42.3574,34.7145,42.3574,10.2858,3.0,5.1429,0.0,5.1429,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,30) Manufacture of other transport equipment,11.1668,8.9168,7.8334,5.0001,1.25,3.3334,1.6667,2.25,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,31) Manufacture of furniture,133.4202,109.9679,120.9295,55.1373,32.369,37.5065,0.0,8.287,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,32) Other manufacturing,129.5084,127.0736,109.3834,84.8792,42.0667,18.8888,0.0,9.4444,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,33) Repair and installation of machinery and equipment,103.2142,88.9267,92.241,45.3357,46.9607,11.9732,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,37) Sewerage,5.0,5.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,"38) Waste collection, treatment and disposal activities; materials recovery",4.7142,4.7142,4.7142,3.1428,1.5714,0.0,0.0,3.1428,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,41) Construction of buildings,721.7371,613.0805,649.9831,374.9927,306.0164,129.0133,0.0,99.6509,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,42) Civil engineering,108.3192,94.6584,77.3549,62.9722,42.2131,19.579,0.0,10.5612,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,43) Specialized construction activities,423.2987,418.382,397.4793,179.9389,120.1011,102.0132,5.875,57.6723,10.7917,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,45) Wholesale and retail trade and repair of motor vehicles and motorcycles,1925.5547,1571.4054,1664.2408,499.494,721.3279,401.1982,61.3517,63.4229,45.2519,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,"46) Wholesale trade, except of motor vehicles and motorcycles",2826.8044,2453.9191,2575.8291,1515.4313,946.0664,558.3782,62.4524,264.741,151.7291,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,"47) Retail trade, except of motor vehicles and motorcycles",5999.1894,5048.0243,4766.3092,1582.7787,1447.9492,1326.9146,146.52,874.8325,84.8426,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,49) Land transport and transport via pipelines,330.2724,314.082,276.2842,136.543,111.2126,64.4743,14.1478,29.2739,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,52) Warehousing and support activities for transportation,52.3214,48.5436,49.1214,39.583,28.4274,2.8,0.0,6.547,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,55) Accommodation,544.5024,425.8864,417.5618,172.1013,148.9468,184.976,6.7,26.4182,3.5385,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,56) Food and beverage service activities,1609.4561,1198.8668,1330.3981,292.093,159.882,187.251,45.3571,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,58) Publishing activities,73.0,59.6,73.0,29.3,15.9,27.8,0.0,1.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,"59) Motion picture, video and television programme production, sound recording and music publishing activities",94.3333,86.2333,94.3333,42.5,52.6,2.0,8.1,8.1,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,60) Programming and broadcasting activities,22.7,15.85,15.05,9.85,4.4,3.8,2.2,1.6,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,61) Telecommunications,69.9002,67.9002,64.6335,29.8668,31.5335,27.4001,11.5333,17.2001,11.2667,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,"62) Computer programming, consultancy and related activities",99.667,99.667,89.364,66.7578,60.7881,39.2123,1.6667,9.9697,22.9092,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,63) Information service activities,10.0,10.0,10.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,68) Real estate activities,890.0287,779.3413,785.6498,378.9443,290.4225,109.9265,7.3333,48.2609,31.2609,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,69) Legal and accounting activities,294.5002,251.4617,204.5386,226.8367,208.7213,21.4904,2.0,34.4231,10.3077,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,70) Activities of head offices; management consultancy activities,57.0,48.0,48.0,21.0,37.0,10.0,9.0,27.0,10.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,71) Architectural and engineering activities; technical testing and analysis,114.8497,97.8959,106.3728,79.2921,41.7845,13.8269,7.0769,18.9038,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,73) Advertising and market research,166.4436,132.5548,144.666,82.7775,87.7774,51.6664,2.3333,32.6665,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,"74) Other professional, scientific and technical activities",156.5334,142.2334,105.7334,58.6667,45.1667,20.7,12.7,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,77) Rental and leasing activities,100.7263,89.4321,97.0792,63.824,46.3631,14.4609,3.0,14.4609,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,78) Employment activities,62.2498,57.0276,47.2776,23.6388,13.1944,0.0,0.0,10.4444,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,"79) Travel agency, tour operator, reservation service and related activities",248.4173,241.9173,221.5839,152.9171,97.2503,119.667,15.9167,25.6667,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,80) Security and investigation activities,57.1604,43.6756,48.4877,31.8089,22.3848,12.4394,0.0,5.0667,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,81) Services to buildings and landscape activities,68.0834,57.0834,60.8334,39.8334,16.9167,17.1667,0.0,12.25,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,"82) Office administrative, office support and other business support activities",128.1551,106.8348,101.1098,41.587,17.4917,15.7417,0.0,4.2917,15.5536,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,86) Human health activities,6.0,4.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,"90) Creative, arts and entertainment activities",6.4,6.4,6.4,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,"91) Libraries, archives, museums and other cultural activities",2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,92) Gambling and betting activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,93) Sports activities and amusement and recreation activities,80.3658,46.9102,72.0324,42.8201,16.7037,3.2222,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,95) Repair of computers and personal and household goods,92.15,92.15,92.15,52.55,20.6,31.6,5.0,17.3,5.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,96) Other personal service activities,194.4932,176.8114,158.8005,26.7446,24.1196,14.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,02) 10 - 15 persons,Total,20644.5221,17587.8291,17454.2131,7630.9051,5941.0893,3993.1116,456.0931,1966.5965,442.8583,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,10) Manufacture of food products,292.4182,249.8313,220.4898,127.3644,108.1096,92.6831,0.0,27.4226,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,11) Manufacture of beverages,26.3524,20.1706,19.8171,10.1353,6.6909,6.1909,0.0,5.5,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,12) Manufacture of tobacco products,2.5714,2.5714,2.5714,2.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,13) Manufacture of textiles,93.4166,87.3333,65.3166,23.75,17.4,21.1333,4.35,13.05,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,14) Manufacture of wearing apparel,136.6657,133.0407,119.0824,35.8048,42.3749,18.7632,3.625,29.0548,3.625,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,15) Manufacture of leather and related products,78.0638,71.0638,49.1431,19.4286,8.381,22.1906,8.381,5.4286,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",39.171,23.1837,27.3528,10.6039,5.7857,16.3896,3.5,9.2857,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,17) Manufacture of paper and paper products,89.1672,82.2581,73.6823,44.9213,30.9221,11.8615,0.0,3.2857,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,18) Printing and reproduction of recorded media,244.5555,202.9768,217.9305,96.4556,71.4021,54.9167,1.2222,27.9729,1.2222,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,19) Manufacture of coke and refined petroleum products,8.6667,7.6667,7.6667,3.6667,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,20) Manufacture of chemicals and chemical products,124.7577,108.0387,117.8165,62.671,41.3154,14.4134,0.0,6.9412,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",21.3,18.7,18.8,10.1,10.1,3.5,2.6,7.6,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,22) Manufacture of rubber and plastics products,223.5393,198.1478,171.582,80.9584,40.8632,42.7613,1.6667,12.117,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,23) Manufacture of other non-metallic mineral products,139.0815,119.1769,111.6512,76.4967,53.9992,33.2855,0.0,8.869,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,24) Manufacture of basic metals,61.0954,45.7621,55.524,10.5239,17.6191,6.1905,0.0,11.381,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,"25) Manufacture of fabricated metal products, except machinery and equipment",391.795,343.3042,356.1852,148.2321,130.8174,73.9916,1.8095,49.2355,1.8095,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,"26) Manufacture of computer, electronic and optical products",45.8,45.8,22.2,15.8,20.2,12.8,0.0,7.4,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,27) Manufacture of electrical equipment,81.5892,81.5892,73.4354,33.9827,19.0298,21.752,0.0,8.1538,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,28) Manufacture of machinery and equipment n.e.c.,136.7595,129.8845,122.5465,65.639,50.014,19.713,4.875,28.75,4.875,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,"29) Manufacture of motor vehicles, trailers and semi-trailers",62.5977,58.325,59.5977,27.1223,18.1573,19.0454,7.2727,9.1923,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,30) Manufacture of other transport equipment,16.25,16.25,16.25,4.75,7.5,2.0,0.0,2.75,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,31) Manufacture of furniture,96.5956,86.1774,80.6572,50.1105,27.8396,23.4658,3.4091,11.5325,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,32) Other manufacturing,109.2616,83.668,109.2616,49.1135,31.3185,42.871,0.0,21.7377,9.4,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,33) Repair and installation of machinery and equipment,59.4002,42.1907,53.424,30.2286,21.6191,16.5287,1.2,1.0,1.2,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,37) Sewerage,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,"38) Waste collection, treatment and disposal activities; materials recovery",16.9335,15.3335,13.0001,6.8667,5.2667,1.3333,0.0,1.3333,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,41) Construction of buildings,390.5841,326.8443,357.2631,247.2547,130.1614,42.573,14.8482,61.6119,14.8482,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,42) Civil engineering,62.9688,49.873,51.1004,44.2449,28.6602,18.4366,1.9474,12.9366,1.9474,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,43) Specialized construction activities,276.9364,260.5346,239.1161,112.7907,97.1269,54.938,5.5684,54.2319,2.2,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,45) Wholesale and retail trade and repair of motor vehicles and motorcycles,1006.6073,882.2819,840.983,445.4796,340.95,270.2843,23.1891,206.5802,48.0908,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,"46) Wholesale trade, except of motor vehicles and motorcycles",1781.7984,1646.3004,1439.9566,811.0615,744.2859,331.4282,13.9412,249.2221,6.9706,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,"47) Retail trade, except of motor vehicles and motorcycles",1919.5207,1603.7855,1612.4693,731.9484,730.2505,667.4732,90.6815,377.0022,53.2022,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,49) Land transport and transport via pipelines,223.4307,188.9452,192.0786,127.011,60.131,32.0289,0.0,11.8889,3.25,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,52) Warehousing and support activities for transportation,33.2144,28.0715,30.0715,9.7858,12.1191,5.6429,0.0,8.7858,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,55) Accommodation,394.1008,352.3124,332.8329,179.1194,105.4383,173.2445,5.25,54.9586,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,56) Food and beverage service activities,1153.4813,1046.8836,820.903,159.3199,73.0036,253.082,43.1045,59.7435,47.1343,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,58) Publishing activities,44.0,44.0,36.8,26.6,18.4,2.0,0.0,10.2,1.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,"59) Motion picture, video and television programme production, sound recording and music publishing activities",63.833,51.2876,55.6513,23.7423,30.7574,16.3636,12.5454,13.8787,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,60) Programming and broadcasting activities,13.9999,13.9999,9.1666,9.1666,10.6666,2.0,2.5,3.3333,2.5,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,61) Telecommunications,56.9997,50.9442,45.6585,27.2935,25.7936,24.4443,16.5078,15.4602,13.5556,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,"62) Computer programming, consultancy and related activities",68.0,59.875,59.875,37.5625,37.5625,13.1875,16.25,21.3125,12.1875,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,63) Information service activities,10.0,10.0,10.0,10.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,68) Real estate activities,383.3909,356.4743,335.991,220.3162,181.7163,49.5749,31.9166,88.3165,2.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,69) Legal and accounting activities,104.455,96.9095,74.3185,60.273,71.3185,10.5455,0.0,29.6365,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,70) Activities of head offices; management consultancy activities,47.9999,47.9999,47.9999,28.1428,26.1428,14.5714,6.2857,12.5714,12.5714,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,71) Architectural and engineering activities; technical testing and analysis,81.4878,74.6416,71.4749,38.731,42.5772,21.6925,1.3333,10.8591,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,72) Scientific research and development,6.9999,6.9999,5.9999,5.9999,4.9999,3.3333,1.0,1.3333,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,73) Advertising and market research,96.4999,90.9999,95.4999,31.4166,28.0833,21.5833,3.8333,5.5,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,"74) Other professional, scientific and technical activities",78.5003,71.0885,77.0003,49.7649,53.4708,24.5295,4.7059,23.2354,1.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,77) Rental and leasing activities,50.475,49.1,44.1,28.95,24.05,16.9,1.0,9.8,3.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,78) Employment activities,30.4998,27.1665,21.8332,17.3332,18.6665,5.3333,3.3333,4.3333,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,"79) Travel agency, tour operator, reservation service and related activities",113.922,105.1053,95.6957,46.7955,25.9501,45.9597,6.4167,36.0097,14.0334,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,80) Security and investigation activities,55.3335,51.8335,47.0834,23.5501,12.0835,6.5001,2.1667,6.5001,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,81) Services to buildings and landscape activities,44.0831,43.0831,41.2498,33.9166,23.0833,15.0833,0.0,3.5,1.6667,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,"82) Office administrative, office support and other business support activities",64.6998,46.4665,61.3665,46.3499,33.2832,12.6833,0.0,17.0999,1.3333,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,86) Human health activities,10.5,9.5,7.5,5.0,5.5,2.0,0.0,3.5,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,"90) Creative, arts and entertainment activities",14.5833,6.5833,6.5833,0.0,0.0,4.8333,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,"91) Libraries, archives, museums and other cultural activities",4.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,93) Sports activities and amusement and recreation activities,32.3197,32.3197,31.1947,11.9167,3.625,4.2223,0.0,3.1667,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,95) Repair of computers and personal and household goods,19.0,19.0,19.0,7.5,9.0,10.0,1.5,11.0,4.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,96) Other personal service activities,87.2922,66.9763,85.4033,23.837,27.25,13.6104,0.0,1.8889,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,03) 16 - 25 persons,Total,11426.3223,10097.6313,9495.2043,4733.4716,3839.833,2773.8635,356.7362,1739.3908,268.6231,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,10) Manufacture of food products,81.9747,79.7604,70.9606,35.6847,25.5756,19.2948,0.0,10.8141,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,11) Manufacture of beverages,3.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,12) Manufacture of tobacco products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,13) Manufacture of textiles,30.4283,28.0712,24.4283,18.2141,6.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,14) Manufacture of wearing apparel,55.1713,47.5999,51.3856,26.4999,23.9142,16.3428,0.0,7.5714,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,15) Manufacture of leather and related products,23.7145,23.7145,23.7145,11.4858,4.2858,5.5429,0.0,4.5429,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,"16) Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",14.3175,12.5397,9.3842,5.8921,5.8286,1.2,0.0,3.7333,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,17) Manufacture of paper and paper products,28.9165,28.9165,26.0832,6.3333,6.3333,1.75,1.75,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,18) Printing and reproduction of recorded media,82.5723,72.2781,71.631,37.6055,17.2271,13.4371,3.6471,15.37,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,20) Manufacture of chemicals and chemical products,27.5828,27.5828,25.4161,14.8299,11.2144,1.0,0.0,3.7143,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,"21) Manufacture of pharmaceuticals, medicinal chemical and botanical products",9.6667,9.6667,9.6667,5.3334,5.6667,2.6667,0.0,2.6667,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,22) Manufacture of rubber and plastics products,53.2608,46.1274,44.0123,27.6487,19.4486,3.0667,3.0667,9.2001,3.0667,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,23) Manufacture of other non-metallic mineral products,36.9561,36.9561,32.5773,16.1652,12.4646,11.6101,1.6429,2.4,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,24) Manufacture of basic metals,11.3574,11.3574,9.0716,4.1429,1.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,"25) Manufacture of fabricated metal products, except machinery and equipment",100.7084,99.2084,93.4356,38.9724,15.3113,17.4477,1.5,9.6364,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,"26) Manufacture of computer, electronic and optical products",9.75,9.75,9.75,6.5,5.5,7.75,0.0,6.75,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,27) Manufacture of electrical equipment,20.7,18.8,13.3,11.4,5.7,9.5,0.0,1.9,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,28) Manufacture of machinery and equipment n.e.c.,21.4286,21.4286,17.6286,10.0286,12.0286,4.4286,0.0,3.8,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,"29) Manufacture of motor vehicles, trailers and semi-trailers",17.3856,17.3856,13.0642,13.0142,4.3214,0.0,0.0,1.5714,0.0,0.0,0.0,0.0
2014,1) Municipal Area,Total,04) 26 - 30 persons,30) Manufacture of other transport equipment,5.0001,5.0001,5.0001,1.6667,0.0,1.6667,0.0,0.0,0.0,0.0,0.0,0.0
